0	0.533333
1	10.933333
2	17.200000
3	-0.266667
4	9.066667
5	4.000000
6	11.266667
7	1.400000
8	2.600000
9	3.466667
10	18.266667
11	1.333333
12	18.866667
13	-5.000000
14	11.200000
15	-0.600000
16	2.000000
17	18.333333
18	3.733333
19	16.266667
20	-2.533333
21	8.400000
22	2.400000
23	13.400000
24	3.400000
25	3.200000
26	-0.533333
27	3.200000
28	3.333333
29	16.200000
30	-0.800000
31	4.333333
32	0.733333
33	1.666667
34	2.733333
35	5.800000
36	3.533333
37	16.066667
38	1.000000
39	1.533333
40	16.200000
41	3.266667
42	8.800000
43	25.000000
44	2.333333
45	-1.000000
46	15.600000
47	4.733333
48	2.266667
49	3.466667
50	16.266667
51	6.466667
52	2.000000
53	7.733333
54	16.533333
55	0.266667
56	3.733333
57	1.000000
58	14.000000
59	5.266667
60	2.266667
61	6.933333
62	2.600000
63	24.000000
64	3.000000
65	3.733333
66	2.000000
67	16.533333
68	2.133333
69	0.933333
70	8.733333
71	4.066667
72	0.000000
73	2.466667
74	6.800000
75	3.733333
76	6.733333
77	15.000000
78	17.400000
79	4.133333
80	9.266667
81	3.066667
82	15.466667
83	7.133333
84	2.066667
85	6.866667
86	8.533333
87	2.466667
88	6.533333
89	2.400000
90	-0.333333
91	17.933333
92	-3.200000
93	6.333333
94	2.000000
95	5.533333
96	10.800000
97	1.266667
98	-0.266667
99	4.333333
100	8.133333
101	6.733333
102	5.333333
103	-0.200000
104	7.200000
105	6.466667
106	10.600000
107	3.333333
108	2.000000
109	3.133333
110	5.866667
111	0.000000
112	7.866667
113	17.266667
114	8.533333
115	0.066667
116	7.400000
117	5.133333
118	17.800000
119	6.133333
120	4.733333
121	16.533333
122	7.733333
123	5.266667
124	-0.333333
125	-1.533333
126	-1.400000
127	0.066667
128	2.533333
129	3.466667
130	5.000000
131	4.400000
132	5.066667
133	9.266667
134	0.800000
135	11.200000
136	-1.133333
137	6.000000
138	16.533333
139	8.400000
140	16.666667
141	-1.800000
142	7.066667
143	11.533333
144	0.400000
145	6.466667
146	8.466667
147	13.400000
148	3.600000
149	10.600000
150	6.600000
151	10.200000
152	10.400000
153	6.133333
154	3.800000
155	12.466667
156	15.000000
157	11.000000
158	6.866667
159	1.000000
160	7.133333
161	9.733333
162	7.066667
163	6.200000
164	8.066667
165	-0.666667
166	7.333333
167	1.600000
168	7.800000
169	2.133333
170	8.266667
171	3.533333
172	6.666667
173	7.466667
174	10.333333
175	3.733333
176	-5.200000
177	7.066667
178	7.800000
179	4.933333
180	13.466667
181	3.400000
182	-1.733333
183	5.466667
184	14.466667
185	3.133333
186	7.400000
187	5.866667
188	3.666667
189	10.733333
190	2.733333
191	5.800000
192	5.933333
193	5.266667
194	0.933333
195	4.466667
196	18.533333
197	7.866667
198	6.066667
199	14.533333
200	3.733333
201	1.000000
202	14.400000
203	5.266667
204	3.600000
205	15.200000
206	0.400000
207	5.533333
208	5.133333
209	0.133333
210	9.200000
211	6.200000
212	7.266667
213	6.733333
214	9.000000
215	-0.066667
216	10.466667
217	8.133333
218	4.666667
219	4.733333
220	6.333333
221	4.000000
222	4.266667
223	10.066667
224	18.000000
225	4.666667
226	4.400000
227	11.466667
228	12.866667
229	11.400000
230	6.533333
231	2.666667
232	9.800000
233	1.000000
234	8.000000
235	0.600000
236	0.066667
237	7.866667
238	1.466667
239	8.000000
240	15.800000
241	6.733333
242	1.866667
243	13.733333
244	10.000000
245	5.533333
246	0.933333
247	5.466667
248	9.733333
249	2.133333
250	9.733333
251	-0.333333
252	10.733333
253	1.466667
254	1.333333
255	1.000000
256	8.400000
257	7.933333
258	6.400000
259	6.133333
260	11.333333
261	5.200000
262	11.133333
263	0.933333
264	8.066667
265	2.866667
266	19.000000
267	-3.066667
268	13.066667
269	4.000000
270	12.933333
271	8.333333
272	3.533333
